correlation_id,src_user,dst_computer,event_type,start_time,end_time,event_count
1,C1001$@DOM1,C528,LogOn_Success,150913,150914,3
2,C1002$@DOM1,C467,LogOn_Success,150888,150889,2
3,C1002$@DOM1,C625,LogOn_Success,150916,150917,2
4,C101$@DOM1,C101,LogOn_Success,150902,150902,2
5,C101$@DOM1,C528,LogOff_Success,150925,150929,2
6,C10101$@DOM1,C612,LogOn_Success,150905,150908,2
7,C1026$@DOM1,C457,LogOn_Success,150913,150914,2
8,C1026$@DOM1,C467,LogOn_Success,150894,150897,3
9,C10309$@DOM1,C612,LogOn_Success,150909,150912,4
10,C10484$@DOM1,C612,LogOff_Success,150887,150888,2
11,C10484$@DOM1,C612,LogOn_Success,150887,150888,2
12,C10739$@DOM1,C1065,LogOn_Success,150891,150893,2
13,C1085$@DOM1,C1085,LogOn_Success,150918,150918,2
14,C10870$@DOM1,C10870,TGS_Success,150898,150903,2
15,C1093$@DOM1,C612,LogOn_Success,150904,150908,2
16,C1103$@DOM1,C1103,TGT_Success,150890,150891,2
17,C11086$@DOM1,C1065,LogOn_Success,150927,150929,3
18,C1114$@DOM1,C1114,TGS_Fail,150913,150916,2
19,C11266$@DOM1,C612,LogOff_Success,150899,150904,2
20,C11402$@DOM1,C612,LogOff_Success,150910,150912,2
21,C11402$@DOM1,C612,LogOn_Success,150906,150910,2
22,C1144$@DOM1,C529,LogOff_Success,150923,150924,2
23,C1144$@DOM1,C529,LogOn_Success,150909,150911,2
24,C11506$@DOM1,C625,LogOff_Success,150915,150917,2
25,C11506$@DOM1,C625,LogOn_Success,150915,150917,2
26,C11888$@DOM1,C612,LogOff_Success,150900,150904,2
27,C11902$@DOM1,C2106,LogOff_Success,150891,150894,2
28,C11902$@DOM1,C2106,LogOn_Success,150888,150893,2
29,C11934$@DOM1,C612,LogOff_Success,150909,150911,2
30,C11934$@DOM1,C612,LogOn_Success,150898,150903,2
31,C11983$@DOM1,C586,LogOn_Success,150893,150895,3
32,C12027$@DOM1,C528,LogOn_Success,150884,150888,5
33,C12168$@DOM1,C1065,LogOn_Success,150915,150916,2
34,C12168$@DOM1,C612,LogOff_Success,150915,150916,2
35,C12168$@DOM1,C612,LogOn_Success,150915,150916,3
36,C12208$@DOM1,C625,LogOn_Success,150925,150927,2
37,C123$@DOM1,C2106,LogOff_Success,150891,150894,3
38,C123$@DOM1,C2106,LogOn_Success,150890,150892,3
39,C1248$@DOM1,C586,LogOff_Success,150885,150890,2
40,C12695$@DOM1,C528,LogOn_Success,150902,150902,2
41,C12695$@DOM1,C612,LogOn_Success,150901,150905,2
42,C1271$@DOM1,C612,LogOn_Success,150901,150905,2
43,C12724$@DOM1,C625,TGS_Success,150902,150903,2
44,C12841$@DOM1,C612,LogOff_Success,150902,150906,2
45,C13166$@DOM1,C528,LogOn_Success,150890,150891,2
46,C1317$@DOM1,C586,LogOn_Success,150925,150927,2
47,C13294$@DOM1,C612,LogOff_Success,150899,150904,2
48,C1337$@DOM1,C1065,LogOn_Success,150915,150916,2
49,C13572$@DOM1,C13572,LogOn_Success,150887,150887,2
50,C13610$@DOM1,C528,LogOn_Success,150899,150903,4
51,C13619$@DOM1,C612,LogOn_Success,150919,150920,2
52,C13691$@DOM1,C586,LogOn_Success,150902,150905,2
53,C13715$@DOM1,C612,LogOff_Success,150905,150909,2
54,C1410$@DOM1,C2106,LogOn_Success,150896,150896,2
55,C14122$@DOM1,C612,LogOn_Success,150907,150910,2
56,C1450$@DOM1,C612,LogOn_Success,150902,150906,2
57,C14506$@DOM1,C586,LogOff_Success,150919,150920,2
58,C14506$@DOM1,C586,LogOn_Success,150919,150920,2
59,C14696$@DOM1,C467,LogOn_Success,150895,150896,2
60,C14856$@DOM1,C467,LogOn_Success,150925,150926,2
61,C1496$@DOM1,C529,LogOff_Success,150894,150895,2
62,C1496$@DOM1,C529,LogOn_Success,150894,150895,2
63,C1504$@DOM1,C1065,LogOn_Success,150905,150907,3
64,C15257$@DOM1,C1640,TGS_Success,150910,150912,2
65,C1545$@DOM1,C1065,LogOn_Success,150919,150920,2
66,C1545$@DOM1,C457,LogOn_Success,150919,150921,2
67,C15598$@DOM1,C467,LogOn_Success,150916,150917,2
68,C1570$@DOM1,C2106,LogOn_Success,150882,150883,2
69,C15729$@DOM1,C529,LogOn_Success,150913,150914,3
70,C16056$@DOM1,C1065,LogOn_Success,150886,150887,2
71,C16166$@DOM1,C467,LogOff_Success,150918,150919,2
72,C16166$@DOM1,C467,LogOn_Success,150918,150919,3
73,C16166$@DOM1,C528,LogOff_Success,150919,150920,2
74,C1617$@DOM1,C528,LogOff_Success,150926,150928,2
75,C1617$@DOM1,C528,LogOn_Success,150926,150928,2
76,C16249$@DOM1,C612,LogOn_Success,150901,150905,2
77,C16358$@DOM1,C457,LogOn_Success,150911,150913,2
78,C16387$@DOM1,C586,LogOff_Success,150907,150908,2
79,C16387$@DOM1,C586,LogOn_Success,150907,150908,2
80,C16426$@DOM1,C612,LogOff_Success,150924,150926,2
81,C16426$@DOM1,C625,LogOn_Success,150925,150925,2
82,C16494$@DOM1,C16494,TGS_Success,150902,150905,2
83,C16494$@DOM1,C457,TGS_Success,150902,150906,2
84,C16494$@DOM1,C529,TGS_Success,150902,150905,2
85,C16494$@DOM1,C612,TGS_Success,150901,150906,4
86,C1655$@DOM1,C612,LogOn_Success,150887,150888,2
87,C16612$@DOM1,C612,LogOn_Success,150902,150906,2
88,C16790$@DOM1,C528,LogOn_Success,150915,150915,2
89,C16827$@DOM1,C2106,LogOff_Success,150882,150887,2
90,C16869$@DOM1,C612,LogOff_Success,150897,150902,2
91,C1688$@DOM1,C1689,TGT_Success,150909,150911,2
92,C1688$@DOM1,C612,LogOff_Success,150909,150911,2
93,C1688$@DOM1,C612,LogOn_Success,150909,150911,2
94,C1688$@DOM1,C612,TGS_Success,150909,150911,2
95,C16888$@DOM1,C231,LogOff_Success,150901,150902,2
96,C16888$@DOM1,C231,LogOn_Success,150900,150901,2
97,C16909$@DOM1,C231,LogOff_Success,150914,150915,2
98,C16993$@DOM1,C467,LogOn_Success,150898,150900,3
99,C17066$@DOM1,C528,LogOn_Success,150882,150884,2
100,C17159$@DOM1,C586,LogOn_Success,150880,150881,2
101,C17228$@DOM1,C625,LogOff_Success,150921,150923,2
102,C1737$@DOM1,C1737,LogOn_Success,150920,150920,2
103,C1766$@DOM1,C612,LogOn_Success,150903,150907,2
104,C1766$@DOM1,C988,LogOn_Success,150883,150884,2
105,C17672$@DOM1,C1065,LogOff_Success,150918,150920,2
106,C17672$@DOM1,C1065,LogOn_Success,150918,150920,2
107,C17672$@DOM1,C529,LogOn_Success,150918,150919,2
108,C1929$@DOM1,C612,LogOff_Success,150900,150904,2
109,C1931$@DOM1,C586,LogOn_Success,150893,150896,2
110,C1959$@DOM1,C612,LogOff_Success,150900,150904,2
111,C1959$@DOM1,C612,LogOn_Success,150900,150904,2
112,C1964$@DOM1,C1964,LogOn_Success,150905,150905,2
113,C1964$@DOM1,C2106,LogOff_Success,150891,150895,4
114,C1964$@DOM1,C2106,LogOn_Success,150890,150894,4
115,C2057$@DOM1,C2106,LogOn_Success,150888,150892,2
116,C2092$@DOM1,C467,LogOff_Success,150899,150902,3
117,C2100$@DOM1,C2101,TGT_Success,150903,150907,2
118,C2100$@DOM1,C612,LogOff_Success,150903,150907,2
119,C2100$@DOM1,C612,LogOn_Success,150903,150907,2
120,C2100$@DOM1,C612,TGS_Success,150903,150907,2
121,C2111$@DOM1,C612,TGS_Success,150885,150886,2
122,C2266$@DOM1,C2106,LogOn_Success,150886,150887,2
123,C2461$@DOM1,C612,LogOff_Success,150909,150911,2
124,C2519$@DOM1,C625,LogOff_Success,150920,150921,2
125,C2519$@DOM1,C625,LogOn_Success,150920,150921,2
126,C2532$@DOM1,C612,LogOn_Success,150888,150889,2
127,C2572$@DOM1,C2573,TGT_Success,150909,150911,3
128,C2609$@DOM1,C612,LogOn_Success,150903,150908,3
129,C2683$@DOM1,C457,LogOn_Success,150914,150916,2
130,C2827$@DOM1,C612,LogOn_Success,150906,150909,2
131,C289$@DOM1,C2106,LogOff_Success,150891,150895,3
132,C289$@DOM1,C457,LogOn_Success,150917,150918,2
133,C2975$@DOM1,C612,LogOff_Success,150904,150908,2
134,C3035$@DOM1,C529,TGS_Success,150884,150885,2
135,C3070$@DOM1,C612,LogOff_Success,150911,150912,2
136,C3070$@DOM1,C612,LogOn_Success,150900,150904,2
137,C3256$@DOM1,C528,LogOn_Success,150883,150884,2
138,C331$@DOM1,C612,LogOn_Success,150904,150908,2
139,C3317$@DOM1,C528,LogOff_Success,150886,150888,2
140,C3317$@DOM1,C528,LogOn_Success,150886,150888,2
141,C3430$@DOM1,C1065,LogOn_Success,150887,150887,2
142,C3430$@DOM1,C467,LogOff_Success,150890,150893,2
143,C3430$@DOM1,C586,LogOff_Success,150903,150908,2
144,C3430$@DOM1,C586,LogOn_Success,150903,150905,2
145,C349$@DOM1,C612,LogOn_Success,150906,150910,2
146,C3554$@DOM1,C612,LogOff_Success,150905,150909,2
147,C3554$@DOM1,C612,LogOn_Success,150905,150909,2
148,C367$@DOM1,C612,LogOn_Success,150882,150883,2
149,C3677$@DOM1,C612,LogOff_Success,150906,150909,2
150,C368$@DOM1,C368,TGS_Success,150900,150904,2
151,C368$@DOM1,C467,LogOn_Success,150899,150900,2
152,C3697$@DOM1,C467,LogOn_Success,150880,150881,2
153,C3816$@DOM1,C10,LogOff_Success,150923,150927,2
154,C3816$@DOM1,C10,LogOn_Success,150911,150913,2
155,C3865$@DOM1,C529,LogOff_Success,150893,150898,2
156,C395$@DOM1,C528,LogOff_Success,150880,150881,2
157,C395$@DOM1,C528,LogOn_Success,150880,150881,2
158,C4031$@DOM1,C467,LogOn_Success,150910,150911,2
159,C4219$@DOM1,C1065,LogOn_Success,150923,150923,2
160,C4290$@DOM1,C586,LogOn_Success,150904,150906,2
161,C4310$@DOM1,C467,LogOn_Success,150885,150886,2
162,C4724$@DOM1,C467,LogOn_Success,150905,150906,2
163,C474$@DOM1,C612,LogOn_Success,150899,150904,2
164,C4776$@DOM1,C1065,LogOn_Success,150920,150920,2
165,C4881$@DOM1,C612,LogOff_Success,150899,150904,2
166,C492$@DOM1,C1065,LogOn_Success,150891,150891,2
167,C4994$@DOM1,C612,LogOn_Success,150924,150926,2
168,C4994$@DOM1,C625,LogOn_Success,150927,150927,2
169,C5000$@DOM1,C467,LogOff_Success,150901,150902,2
170,C5000$@DOM1,C467,LogOn_Success,150901,150902,2
171,C5016$@DOM1,C586,LogOn_Success,150908,150909,2
172,C5074$@DOM1,C612,LogOff_Success,150904,150908,2
173,C5074$@DOM1,C612,LogOn_Success,150900,150904,2
174,C517$@DOM1,C517,TGS_Success,150889,150891,2
175,C517$@DOM1,C625,LogOff_Success,150920,150922,2
176,C517$@DOM1,C625,LogOn_Success,150920,150922,2
177,C523$@DOM1,C1640,TGS_Success,150895,150896,2
178,C523$@DOM1,C528,LogOn_Success,150909,150910,2
179,C523$@DOM1,C612,LogOn_Success,150910,150912,2
180,C523$@DOM1,C625,LogOn_Success,150911,150915,2
181,C5303$@DOM1,C2106,LogOff_Success,150887,150890,2
182,C538$@DOM1,C2106,LogOff_Success,150886,150889,2
183,C538$@DOM1,C625,LogOff_Success,150915,150920,4
184,C538$@DOM1,C625,LogOn_Success,150915,150917,2
185,C553$@DOM1,C2106,LogOn_Success,150884,150887,2
186,C553$@DOM1,C457,LogOff_Success,150916,150918,2
187,C553$@DOM1,C457,LogOn_Success,150913,150918,3
188,C553$@DOM1,C467,LogOn_Success,150927,150929,2
189,C553$@DOM1,C553,LogOn_Success,150908,150908,2
190,C553$@DOM1,C553,TGS_Success,150907,150910,2
191,C553$@DOM1,C625,LogOff_Success,150913,150916,2
192,C567$@DOM1,C529,LogOn_Success,150899,150904,4
193,C599$@DOM1,C625,LogOn_Success,150919,150920,2
194,C619$@DOM1,C528,LogOn_Success,150920,150921,2
195,C62$@DOM1,C529,LogOn_Success,150909,150913,2
196,C6379$@DOM1,C1065,LogOn_Success,150916,150918,3
197,C6393$@DOM1,C612,LogOn_Success,150899,150904,3
198,C6572$@DOM1,C467,LogOff_Success,150885,150886,2
199,C6572$@DOM1,C467,LogOn_Success,150885,150886,2
200,C6707$@DOM1,C612,LogOn_Success,150908,150911,2
201,C6707$@DOM1,C625,TGS_Success,150906,150909,2
202,C678$@DOM1,C625,LogOn_Success,150915,150917,2
203,C678$@DOM1,C625,TGS_Success,150915,150917,2
204,C6793$@DOM1,C612,LogOn_Success,150886,150887,2
205,C6793$@DOM1,C612,TGS_Success,150886,150887,2
206,C6828$@DOM1,C612,LogOn_Success,150906,150910,2
207,C6969$@DOM1,C586,LogOn_Success,150901,150904,2
208,C6981$@DOM1,C529,LogOff_Success,150895,150896,2
209,C6981$@DOM1,C529,LogOn_Success,150895,150896,2
210,C700$@DOM1,C467,LogOn_Success,150916,150917,2
211,C722$@DOM1,C467,LogOn_Success,150887,150889,3
212,C7386$@DOM1,C7386,LogOn_Success,150923,150923,2
213,C7456$@DOM1,C625,LogOn_Success,150916,150917,2
214,C7668$@DOM1,C612,LogOff_Success,150900,150904,2
215,C7786$@DOM1,C529,LogOn_Success,150912,150914,3
216,C7858$@DOM1,C467,LogOff_Success,150912,150915,2
217,C787$@DOM1,C612,LogOff_Success,150903,150907,2
218,C8094$@DOM1,C586,LogOn_Success,150886,150889,3
219,C8219$@DOM1,C612,LogOff_Success,150912,150913,2
220,C8219$@DOM1,C612,LogOn_Success,150901,150905,2
221,C8260$@DOM1,C612,LogOff_Success,150899,150904,2
222,C830$@DOM1,C528,LogOff_Success,150921,150923,3
223,C8681$@DOM1,C467,LogOn_Success,150888,150889,2
224,C8681$@DOM1,C529,LogOn_Success,150905,150907,2
225,C8836$@DOM1,C467,LogOn_Success,150910,150911,2
226,C8836$@DOM1,C586,LogOn_Success,150880,150882,2
227,C8966$@DOM1,C528,LogOn_Success,150900,150904,2
228,C9028$@DOM1,C612,LogOn_Success,150884,150885,2
229,C9028$@DOM1,C625,LogOff_Success,150921,150922,2
230,C9216$@DOM1,C612,LogOff_Success,150887,150892,2
231,C9248$@DOM1,C612,LogOff_Success,150911,150912,2
232,C9248$@DOM1,C612,LogOn_Success,150901,150905,2
233,C9382$@DOM1,C528,LogOff_Success,150882,150884,2
234,C9382$@DOM1,C528,LogOn_Success,150882,150884,2
235,C9522$@DOM1,C612,LogOff_Success,150907,150910,2
236,C9544$@DOM1,C2106,LogOff_Success,150893,150894,2
237,C9544$@DOM1,C2106,LogOn_Success,150893,150894,2
238,C9544$@DOM1,C9544,LogOff_Success,150881,150884,2
239,C9544$@DOM1,C9544,LogOn_Success,150881,150884,2
240,C9544$@DOM1,C9544,TGS_Success,150880,150883,2
241,C9694$@DOM1,C1065,LogOn_Success,150881,150883,2
242,C9751$@DOM1,C1065,LogOn_Success,150900,150901,2
243,C983$@DOM1,C528,LogOn_Success,150902,150904,2
244,C983$@DOM1,C528,TGS_Success,150903,150908,2
245,C983$@DOM1,C612,LogOn_Success,150903,150908,2
246,C983$@DOM1,C983,TGS_Success,150903,150907,2
247,C988$@DOM1,C612,LogOn_Success,150905,150908,2
248,C988$@DOM1,C988,LogOn_Success,150918,150919,3
249,C9880$@DOM1,C612,LogOn_Success,150910,150912,2
250,SYSTEM@C16873,C16873,LogOn_Success,150918,150923,2
251,U1033@DOM1,C586,LogOff_Success,150917,150918,2
252,U117@DOM1,C1581,LogOff_Success,150922,150924,2
253,U1253@DOM1,C529,TGS_Success,150905,150909,2
254,U1253@DOM1,C586,LogOn_Success,150904,150906,2
255,U1253@DOM1,C586,TGS_Success,150904,150908,3
256,U1269@DOM1,C2106,LogOff_Success,150890,150894,2
257,U1367@DOM1,C612,LogOff_Success,150908,150910,2
258,U1367@DOM1,C612,LogOn_Success,150908,150910,2
259,U1377@DOM1,C467,LogOff_Success,150908,150913,2
260,U1390@DOM1,C2106,LogOff_Success,150885,150886,2
261,U1390@DOM1,C2106,LogOn_Success,150885,150886,2
262,U1395@DOM1,C528,LogOn_Success,150919,150920,2
263,U1411@DOM1,C612,LogOn_Success,150901,150905,2
264,U15@DOM1,C2010,TGS_Success,150918,150923,2
265,U15@DOM1,C2010,TGT_Success,150918,150923,2
266,U1869@DOM1,C457,LogOff_Success,150894,150896,2
267,U1869@DOM1,C457,LogOn_Success,150894,150896,2
268,U1900@DOM1,C1444,TGT_Success,150902,150906,2
269,U1900@DOM1,C2327,TGS_Success,150902,150906,2
270,U1945@DOM1,C2106,LogOff_Success,150881,150882,2
271,U200@DOM1,C1929,TGS_Success,150887,150892,2
272,U200@DOM1,C1929,TGT_Success,150887,150892,2
273,U2198@DOM1,C612,LogOff_Success,150898,150903,2
274,U2248@DOM1,C2162,LogOff_Success,150903,150905,2
275,U22@DOM1,C477,LogOn_Success,150894,150894,2
276,U22@DOM1,C965,LogOn_Success,150895,150895,2
277,U2366@DOM1,C1015,LogOn_Success,150907,150907,2
278,U2387@DOM1,C612,LogOn_Success,150907,150911,4
279,U2424@DOM1,C457,TGS_Success,150892,150894,2
280,U251@DOM1,C523,LogOn_Success,150910,150910,2
281,U2764@DOM1,C467,LogOn_Success,150892,150893,2
282,U292@DOM1,C101,LogOff_Success,150902,150902,2
283,U292@DOM1,C101,TGS_Success,150903,150907,2
284,U292@DOM1,C101,TGT_Success,150903,150907,2
285,U292@DOM1,C1085,LogOff_Success,150918,150918,2
286,U292@DOM1,C1114,TGS_Success,150915,150919,2
287,U292@DOM1,C1115,TGT_Success,150915,150919,2
288,U292@DOM1,C1737,LogOff_Success,150920,150920,2
289,U292@DOM1,C553,LogOff_Success,150908,150908,2
290,U292@DOM1,C553,TGT_Success,150907,150909,2
291,U292@DOM1,C988,LogOff_Success,150918,150919,2
292,U2937@DOM1,C529,LogOn_Success,150926,150927,2
293,U3003@DOM1,C2327,TGS_Success,150902,150906,2
294,U3003@DOM1,C8015,TGT_Success,150902,150906,2
295,U3154@DOM1,C528,LogOff_Success,150896,150897,2
296,U3154@DOM1,C528,LogOn_Success,150894,150896,3
297,U3433@DOM1,TGT,TGS_Success,150914,150915,2
298,U3450@DOM1,C1619,TGT_Success,150909,150911,2
299,U3450@DOM1,C599,TGS_Success,150909,150911,2
300,U3612@DOM1,C467,LogOff_Success,150918,150919,2
301,U3612@DOM1,C467,LogOn_Success,150917,150918,2
302,U3625@DOM1,C2106,LogOff_Success,150888,150892,2
303,U3625@DOM1,C2106,LogOn_Success,150888,150892,2
304,U367@DOM1,C1065,LogOn_Success,150881,150883,2
305,U3731@DOM1,C528,LogOn_Success,150928,150929,2
306,U3872@DOM1,C586,LogOn_Success,150904,150906,2
307,U3918@DOM1,C1065,LogOff_Success,150923,150925,2
308,U391@DOM1,C625,LogOff_Success,150919,150920,2
309,U391@DOM1,C625,LogOn_Success,150919,150920,2
310,U3958@DOM1,C801,LogOff_Success,150906,150910,2
311,U3974@DOM1,C528,LogOn_Success,150922,150923,2
312,U4033@DOM1,C2106,LogOn_Success,150896,150897,4
313,U4033@DOM1,C528,LogOn_Success,150892,150894,4
314,U4041@DOM1,C612,LogOff_Success,150904,150908,2
315,U43@DOM1,C625,TGS_Success,150883,150884,2
316,U453@DOM1,C1015,LogOn_Success,150905,150905,2
317,U4559@DOM1,C457,LogOff_Success,150896,150898,2
318,U4559@DOM1,C457,LogOn_Success,150896,150898,2
319,U4651@DOM1,C2162,LogOff_Success,150883,150885,2
320,U4688@DOM1,C528,LogOff_Success,150920,150921,2
321,U4688@DOM1,C528,LogOn_Success,150920,150921,2
322,U4727@DOM1,C612,LogOff_Success,150912,150913,2
323,U4727@DOM1,C612,LogOn_Success,150911,150913,3
324,U5015@DOM1,C5618,LogOn_Success,150907,150907,2
325,U5210@DOM1,C1065,LogOn_Success,150918,150919,2
326,U5292@DOM1,C612,LogOff_Success,150907,150910,2
327,U5292@DOM1,C612,LogOn_Success,150906,150909,2
328,U5557@DOM1,C528,TGS_Success,150915,150916,2
329,U5600@DOM1,C612,LogOn_Success,150885,150886,2
330,U5652@DOM1,C586,LogOn_Success,150898,150899,2
331,U5704@DOM1,C801,LogOff_Success,150892,150894,2
332,U5813@DOM1,C1015,LogOn_Success,150889,150891,2
333,U5865@DOM1,C5618,LogOn_Success,150927,150928,3
334,U586@DOM1,C457,LogOn_Success,150911,150913,2
335,U586@DOM1,C467,LogOn_Success,150896,150897,2
336,U6078@DOM1,C1065,LogOn_Success,150904,150905,2
337,U6078@DOM1,C586,LogOff_Success,150904,150906,2
338,U6147@DOM1,C612,LogOff_Success,150899,150903,2
339,U6147@DOM1,C612,LogOn_Success,150899,150903,2
340,U6154@DOM1,C467,TGS_Success,150895,150896,2
341,U6215@DOM1,C801,LogOff_Success,150907,150908,2
342,U6297@DOM1,C2327,TGS_Success,150898,150902,2
343,U6316@DOM1,C612,LogOn_Success,150910,150912,2
344,U6364@DOM1,C528,LogOn_Success,150920,150921,2
345,U6509@DOM1,C5618,LogOff_Success,150903,150904,2
346,U6599@DOM1,C2162,LogOff_Success,150905,150907,2
347,U664@DOM1,C528,TGS_Success,150914,150915,2
348,U6666@DOM1,C1065,LogOn_Success,150920,150922,2
349,U66@DOM1,C1732,LogOff_Success,150921,150925,2
350,U66@DOM1,C2516,TGS_Success,150908,150912,2
351,U681@DOM1,C1065,LogOn_Success,150909,150910,2
352,U685@DOM1,C529,LogOff_Success,150900,150901,2
353,U685@DOM1,C529,LogOn_Success,150900,150901,2
354,U685@DOM1,C586,LogOn_Success,150892,150894,3
355,U6946@DOM1,C2327,TGS_Success,150900,150901,2
356,U6946@DOM1,C680,TGT_Success,150900,150901,2
357,U7452@DOM1,C1065,LogOn_Success,150925,150926,2
358,U825@DOM1,C2106,LogOff_Success,150889,150892,2
359,U825@DOM1,C586,LogOn_Success,150912,150913,2
360,U825@DOM1,C612,LogOff_Success,150881,150886,2
